,state,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,customer_service_calls,churn,total_charge
2827,AL,89,0,0,0,129.2,71,214.1,68,214.9,100,10.3,4,5,1,52.61
2828,MS,123,1,0,0,125.5,106,128.9,96,251.9,129,6.3,6,4,1,45.34
2829,MS,130,0,1,26,257.2,108,224.3,122,204.0,118,12.6,4,1,0,75.37
2830,HI,99,0,0,0,124.6,90,146.4,70,169.4,95,10.5,6,1,0,44.08
2831,WV,36,0,0,0,175.1,144,216.9,69,243.7,146,9.9,3,1,0,61.85
2832,WV,87,0,0,0,124.3,91,173.4,105,256.3,109,7.5,5,3,0,49.43
2833,WV,139,0,0,0,271.6,130,156.0,131,136.3,108,11.6,9,2,0,68.69
2834,IN,189,0,0,0,219.9,80,143.3,117,130.6,69,11.7,7,1,0,58.60000000000001
2835,NM,96,0,1,33,183.3,115,201.4,87,177.4,84,10.4,15,3,0,59.07000000000001
2836,DE,112,0,0,0,101.1,119,214.4,67,179.5,112,10.3,5,2,0,46.269999999999996
2837,NC,75,0,0,0,203.3,70,228.9,97,222.2,118,14.3,3,1,0,67.88000000000001
2838,NM,178,0,1,35,175.4,88,190.0,65,138.7,94,10.5,3,2,0,55.05
2839,SC,112,0,0,0,266.0,97,214.6,94,306.2,100,14.2,2,2,1,81.07
2840,NJ,108,0,1,41,171.6,110,136.1,78,183.4,103,10.8,7,0,0,51.910000000000004
2841,AZ,100,0,0,0,78.7,98,225.6,102,150.4,106,14.0,8,0,0,43.11
2842,RI,121,0,1,20,211.9,110,215.1,120,238.5,107,9.4,2,0,0,67.57000000000001
2843,SD,116,0,0,0,63.7,101,195.8,95,210.1,87,10.0,6,1,0,39.620000000000005
2844,NH,161,0,0,0,173.4,100,213.7,74,141.5,69,11.5,4,1,0,57.12
2845,AL,19,1,0,0,237.7,98,207.1,121,182.2,95,4.5,4,0,0,67.42999999999999
2846,WV,104,0,0,0,225.9,123,162.8,106,272.1,85,10.1,4,1,0,67.21
2847,ID,119,1,1,32,173.0,101,209.4,93,231.1,91,12.2,4,0,0,60.9
2848,MD,125,0,0,0,224.9,102,143.8,87,198.9,105,8.0,2,0,0,61.55999999999999
2849,IN,156,0,0,0,237.7,122,181.5,91,185.7,151,7.7,4,1,0,66.27999999999999
2850,WY,109,0,0,0,137.0,128,217.0,116,182.1,86,10.0,5,2,0,52.629999999999995
2851,NH,95,0,0,0,142.5,109,176.1,107,189.6,88,8.2,3,2,0,49.940000000000005
2852,MN,90,0,0,0,142.4,126,126.2,118,274.2,71,4.6,4,1,0,48.52
2853,MA,105,0,1,21,147.0,112,197.3,43,267.4,93,8.7,3,2,0,56.14
2854,NH,101,0,0,0,220.3,124,188.6,101,278.4,98,10.6,4,1,0,68.87
2855,MN,95,0,0,0,149.2,96,260.7,116,201.0,120,8.1,2,1,0,58.75999999999999
2856,IA,123,0,0,0,204.4,88,137.5,111,226.0,100,10.0,4,0,0,59.31
2857,NY,160,0,0,0,216.8,77,207.3,117,228.6,117,5.6,2,1,0,66.28000000000002
2858,AL,141,0,1,28,308.0,123,247.8,128,152.9,103,7.4,3,1,0,82.3
2859,WV,87,0,0,0,58.0,125,67.5,116,185.9,136,11.5,3,0,0,27.08
2860,NM,81,0,0,0,173.2,80,236.2,94,240.2,84,11.8,6,2,0,63.519999999999996
2861,CA,75,0,1,19,210.3,90,241.8,87,215.7,102,13.1,3,4,0,69.55
2862,MA,126,0,1,24,58.9,125,305.5,90,158.9,73,12.1,6,0,0,46.4
2863,ME,28,0,0,0,236.8,102,167.1,87,280.2,115,9.7,3,3,0,69.69
2864,FL,153,0,0,0,228.9,102,160.7,136,203.1,109,12.5,2,0,0,65.08999999999999
2865,NH,97,0,1,32,90.0,87,276.3,113,185.2,107,8.6,6,2,1,49.44
2866,IN,115,0,0,0,146.7,128,106.2,74,197.7,104,11.1,4,2,0,45.87
2867,WI,95,0,0,0,237.3,83,154.0,65,237.0,105,11.2,6,1,0,67.12
2868,MA,17,1,0,0,162.8,118,229.6,91,332.7,94,13.6,3,0,1,65.84
2869,NH,105,0,1,20,186.9,114,256.3,91,334.7,104,8.9,2,1,0,71.02000000000001
2870,TX,121,0,0,0,86.1,100,259.8,113,148.0,79,9.1,9,2,0,45.839999999999996
2871,NC,125,0,0,0,212.3,89,215.4,127,186.8,73,11.3,2,2,0,65.86
2872,CT,124,0,0,0,151.0,98,120.6,119,152.8,81,9.2,2,2,0,45.28
2873,NJ,35,0,0,0,158.6,67,130.4,96,229.8,80,6.9,5,2,0,50.239999999999995
2874,WY,134,0,0,0,296.0,93,226.4,117,246.8,98,12.3,10,0,1,83.99
2875,LA,123,0,1,32,212.3,77,251.5,78,208.7,85,6.6,2,3,0,68.64
2876,NV,124,0,0,0,234.4,61,179.3,111,285.5,117,10.4,6,3,0,70.75
2877,WV,133,0,0,0,176.8,92,187.5,97,196.8,88,6.5,3,2,0,56.62
2878,AR,185,0,1,19,157.3,123,257.7,94,190.4,107,9.6,6,0,0,59.8
2879,SC,1,0,1,26,146.6,68,172.8,67,173.8,113,10.0,2,1,0,50.13
2880,KS,107,0,0,0,260.5,108,102.4,110,129.7,148,9.8,5,1,0,61.48
2881,NY,91,0,1,20,146.1,98,277.4,104,137.7,100,6.2,3,1,0,56.290000000000006
2882,MI,178,1,0,0,124.5,134,141.2,78,268.2,113,11.4,2,2,1,48.32
2883,MA,123,0,0,0,209.4,49,237.4,117,239.2,98,9.8,11,1,0,69.19000000000001
2884,UT,170,0,0,0,285.7,44,167.5,144,260.0,97,8.7,4,1,1,76.86
2885,HI,135,0,0,0,190.9,44,161.4,109,231.9,100,8.4,2,1,0,58.88
2886,PA,85,0,0,0,144.4,88,264.6,105,185.4,94,9.9,3,1,0,58.05
2887,OR,134,0,1,50,208.8,130,132.9,104,136.7,107,11.1,4,2,0,55.949999999999996
2888,TN,148,0,1,36,77.6,141,207.0,60,255.7,115,10.9,2,1,0,45.239999999999995
2889,CT,93,0,0,0,271.1,101,237.4,133,145.4,103,8.4,6,1,1,75.08000000000001
2890,AZ,138,0,0,0,240.8,104,144.5,92,125.7,98,11.6,1,0,0,62.01
2891,OR,159,0,0,0,114.8,98,192.6,101,259.0,108,12.2,5,0,0,50.839999999999996
2892,DE,103,0,1,34,138.8,80,142.0,108,183.8,77,11.8,7,1,0,47.129999999999995
2893,MA,150,0,1,27,209.8,112,155.0,80,251.5,111,7.2,6,0,0,62.11
2894,CT,37,0,0,0,134.9,98,248.4,130,236.2,113,14.7,2,3,0,58.64
2895,AR,33,1,0,0,164.0,99,153.1,102,123.8,104,6.4,4,0,0,48.19
2896,SD,55,0,0,0,245.5,130,192.7,54,141.7,83,9.1,4,1,0,66.96
2897,CT,134,0,1,32,80.3,94,199.9,124,170.8,117,16.6,3,0,0,42.81
2898,CT,107,0,0,0,90.7,90,207.5,109,169.4,96,5.6,5,2,0,42.19
2899,MA,80,0,1,36,190.3,115,256.6,78,214.9,145,3.8,4,1,0,64.86
2900,MS,78,0,0,0,108.6,108,209.9,126,222.6,117,7.9,5,1,1,48.449999999999996
2901,MT,85,0,1,17,89.8,88,233.2,75,165.7,116,9.3,7,4,1,45.06
2902,AK,61,0,1,15,252.4,106,187.8,69,259.6,137,10.0,3,2,0,73.25
2903,DE,97,0,1,32,183.4,94,269.1,120,203.5,38,6.7,4,5,0,65.02
2904,OH,136,1,0,0,183.4,103,141.9,113,200.4,122,10.4,9,2,0,55.07000000000001
2905,MN,135,0,0,0,155.2,100,135.9,84,184.6,82,3.8,9,3,0,47.27
2906,CA,87,0,1,19,165.8,122,186.9,89,249.7,78,0.0,0,1,0,55.32
2907,OH,165,0,0,0,209.4,67,273.8,89,150.2,88,12.8,1,0,0,69.09
2908,NV,148,0,0,0,279.3,104,201.6,87,280.8,99,7.9,2,2,1,79.39
2909,SC,99,0,0,0,174.1,102,99.1,118,211.6,126,7.7,2,2,0,49.620000000000005
2910,WV,123,0,0,0,175.7,78,184.6,96,156.9,92,9.1,2,2,0,55.080000000000005
2911,NM,127,1,0,0,256.5,87,222.1,101,156.7,122,13.0,3,1,0,73.05
2912,WY,151,0,0,0,170.2,89,187.5,83,119.5,100,4.3,3,0,0,51.41
2913,CA,185,0,0,0,139.6,92,250.2,115,158.1,79,10.8,4,1,0,55.03
2914,KS,65,0,1,34,208.8,119,142.1,106,214.6,87,12.5,4,4,0,60.62
2915,WY,58,0,0,0,210.1,126,248.9,108,158.6,88,14.4,2,4,0,67.91
2916,OK,104,0,0,0,113.6,87,158.6,98,187.7,87,10.5,6,2,0,44.08
2917,UT,44,0,0,0,202.6,89,163.0,96,268.1,151,8.3,3,0,0,62.6
2918,MA,58,0,0,0,174.4,112,265.8,122,182.4,87,0.0,0,4,0,60.449999999999996
2919,UT,108,0,0,0,210.6,117,164.2,103,201.4,68,9.4,5,0,0,61.36
2920,MN,132,0,0,0,121.5,88,253.0,124,195.7,120,10.7,4,1,0,53.870000000000005
2921,NE,80,0,0,0,127.8,67,181.6,112,197.3,63,15.9,2,2,0,50.34
2922,OH,162,0,0,0,135.2,98,242.0,107,246.9,96,10.2,2,2,0,57.41
2923,KY,110,0,0,0,99.4,62,275.0,86,212.1,94,16.7,3,2,0,54.33
2924,WA,96,0,0,0,276.9,105,246.9,94,254.4,107,10.3,3,1,1,82.29
2925,NY,168,0,0,0,163.4,134,240.1,87,164.0,147,11.6,2,2,1,58.7
2926,IN,72,0,0,0,287.4,116,235.3,126,292.1,114,5.0,3,4,1,83.35
2927,CO,125,0,1,23,120.5,104,227.8,115,158.5,100,10.2,3,1,0,49.73
2928,DC,170,0,0,0,184.1,106,204.9,70,224.3,133,9.8,3,2,0,61.46
2929,AK,71,0,0,0,185.0,84,232.5,129,191.1,82,14.9,4,3,0,63.83
2930,SC,124,0,0,0,160.9,109,144.2,152,120.4,97,12.9,12,1,0,48.51
2931,KS,68,0,0,0,207.6,68,251.6,123,191.6,100,10.9,6,2,0,68.24
2932,UT,97,0,0,0,209.2,134,0.0,0,175.4,94,11.8,6,1,0,46.64
2933,IL,98,1,0,0,158.4,71,306.6,66,144.2,93,2.1,4,1,0,60.05
2934,DC,24,0,0,0,149.0,73,131.0,81,238.6,69,8.6,3,2,1,49.53
2935,DC,136,0,0,0,204.5,63,208.8,95,224.0,119,9.8,2,0,0,65.25
2936,OK,44,0,0,0,288.8,86,175.9,87,215.4,106,9.5,2,0,1,76.30999999999999
2937,KY,96,0,1,40,108.6,90,206.4,154,126.3,118,13.4,4,0,0,45.3
2938,NE,31,0,0,0,97.5,129,260.4,78,88.7,100,7.0,5,1,0,44.589999999999996
2939,AL,72,0,0,0,166.5,102,261.0,103,262.7,85,13.3,5,0,0,65.91
2940,HI,24,0,0,0,156.2,104,90.0,101,205.1,116,7.3,5,1,0,45.400000000000006
2941,SC,112,0,1,31,225.2,89,256.8,117,249.7,87,11.5,1,4,0,74.46
2942,GA,117,1,0,0,287.4,118,259.6,84,153.2,86,10.0,3,1,1,80.52000000000001
2943,KS,137,0,1,19,175.3,96,241.3,146,211.4,109,7.8,2,0,0,61.93
2944,PA,136,0,0,0,102.1,75,219.5,97,73.7,92,9.8,5,0,0,41.989999999999995
2945,UT,95,0,0,0,157.9,103,259.6,90,230.0,117,14.0,2,0,0,63.04
2946,OR,82,0,1,19,146.5,73,246.4,65,199.0,114,4.1,4,1,0,55.92
2947,ND,145,0,0,0,245.8,116,286.7,91,240.7,115,9.0,13,1,1,79.42
2948,KY,56,1,0,0,177.7,114,215.6,110,236.7,67,10.5,5,1,0,62.03
2949,MN,155,1,0,0,250.8,146,152.5,105,148.1,104,10.0,5,2,0,64.96000000000001
2950,OH,133,0,0,0,117.8,100,199.2,105,244.1,119,11.8,4,0,1,51.129999999999995
2951,TX,53,0,0,0,119.7,113,189.7,84,256.2,108,12.9,7,2,0,51.48
2952,WY,123,0,0,0,242.2,87,226.1,101,268.6,121,8.2,3,5,1,74.69
2953,GA,136,0,0,0,163.4,83,249.3,119,249.7,90,9.8,4,7,0,62.86
2954,TX,57,0,0,0,161.0,113,208.0,134,208.1,81,8.4,4,3,0,56.68
2955,WV,62,0,0,0,128.7,111,169.5,104,193.6,97,10.3,5,1,0,47.78
2956,NM,112,0,0,0,81.6,94,268.1,112,140.8,75,8.6,18,1,0,45.32
2957,MI,55,0,1,20,207.7,91,199.7,113,216.5,110,7.3,1,1,0,63.99
2958,NC,95,0,0,0,128.6,115,216.2,88,255.3,96,6.3,2,6,1,53.43
2959,NY,125,0,0,0,233.3,65,209.8,93,210.6,109,9.1,4,1,0,69.42999999999999
2960,TX,1,0,0,0,182.1,106,134.9,106,152.3,75,10.0,3,5,1,51.980000000000004
2961,KY,98,0,1,36,168.0,81,163.2,125,172.7,120,8.0,2,6,1,52.36
2962,SD,105,0,0,0,251.6,88,175.1,103,184.4,112,5.4,5,1,0,67.41
2963,ID,113,0,1,30,183.8,102,183.4,123,235.0,52,11.6,7,0,0,60.550000000000004
2964,OR,99,0,0,0,256.4,44,214.5,105,233.7,75,7.9,1,3,1,74.47
2965,WI,103,0,0,0,180.2,134,97.7,85,181.7,134,8.4,3,1,0,49.38
2966,WV,177,0,0,0,227.8,81,161.8,97,217.0,106,8.0,5,1,0,64.39999999999999
2967,SC,149,0,1,20,147.8,132,276.8,94,149.9,110,10.2,6,0,0,58.16
2968,CT,160,0,0,0,234.9,136,270.8,134,219.3,101,13.9,2,1,1,76.57000000000001
2969,NV,116,0,0,0,110.9,54,213.4,82,186.2,116,7.9,2,2,0,47.50000000000001
2970,ND,90,0,1,22,124.5,94,231.7,90,222.2,108,6.4,12,1,0,52.589999999999996
2971,MI,148,1,0,0,233.5,81,187.7,71,122.3,97,9.6,2,0,1,63.74000000000001
2972,MT,147,0,1,35,197.3,134,141.1,99,212.1,90,10.1,4,2,1,57.8
2973,NE,95,0,0,0,58.2,96,202.1,126,210.5,97,10.4,5,0,0,39.35
2974,UT,201,0,0,0,212.7,72,225.2,90,195.1,99,7.0,6,1,0,65.97
2975,WV,80,0,0,0,151.5,89,131.7,78,235.3,131,11.8,4,0,0,50.730000000000004
2976,AR,122,1,0,0,146.3,117,218.7,93,236.0,97,11.5,5,1,0,57.19
2977,MT,132,0,0,0,195.1,100,148.8,95,224.5,117,6.7,2,0,0,57.730000000000004
2978,UT,83,0,0,0,208.9,71,214.8,92,247.9,108,13.0,5,1,0,68.44
2979,HI,99,0,0,0,135.7,107,208.4,103,209.0,95,8.8,3,7,1,52.56
2980,KS,84,0,0,0,225.9,86,275.6,105,201.4,108,14.3,3,3,1,74.75
2981,NY,46,0,0,0,122.2,67,167.2,62,194.8,98,9.7,6,1,0,46.37
2982,OH,87,0,0,0,153.3,106,224.5,117,273.4,152,8.9,5,2,0,59.839999999999996
2983,HI,150,0,0,0,214.0,117,192.4,89,242.6,99,7.9,4,1,0,65.78
2984,KS,73,0,0,0,194.8,112,167.2,85,100.3,61,10.8,6,1,0,54.76
2985,IN,7,0,0,0,206.7,87,281.1,83,158.5,77,11.0,5,3,0,69.13
2986,OR,89,0,1,12,188.0,105,151.3,107,201.9,132,10.5,3,2,0,56.75
2987,NY,131,1,0,0,122.3,83,118.8,94,147.9,95,13.7,3,3,1,41.25
2988,VA,105,0,0,0,259.3,96,175.2,97,222.4,36,12.0,5,3,0,72.22
2989,MI,108,1,0,0,115.1,114,211.3,70,136.1,85,13.8,3,2,1,47.379999999999995
2990,ID,47,0,1,28,172.9,109,137.6,94,203.8,109,8.3,6,1,0,52.50000000000001
2991,MO,101,1,0,0,156.4,116,130.4,114,207.3,109,7.3,5,1,0,48.97
2992,AL,182,0,1,24,128.1,104,143.4,127,191.0,98,11.6,3,1,0,45.690000000000005
2993,OR,161,0,0,0,196.6,73,170.2,79,194.3,79,12.5,3,1,0,60.010000000000005
2994,VT,128,0,0,0,227.9,130,302.6,71,191.5,82,5.5,7,1,1,74.57000000000001
2995,AZ,69,0,1,31,194.9,63,191.6,90,153.0,129,13.2,2,2,0,59.870000000000005
2996,VA,113,0,1,34,44.9,63,134.2,82,168.4,118,13.3,3,1,0,30.209999999999997
2997,PA,87,0,1,30,262.8,114,215.8,130,154.8,88,7.8,2,0,0,72.1
2998,CO,71,0,0,0,211.2,70,252.7,122,225.8,104,12.3,3,0,0,70.85999999999999
2999,KY,76,0,0,0,204.0,69,225.1,110,240.3,85,9.6,5,1,0,67.21000000000001
3000,NJ,87,0,0,0,223.2,109,127.5,86,289.3,83,14.5,4,3,0,65.72
3001,IL,117,0,0,0,119.0,82,187.5,108,189.3,97,11.5,3,1,0,47.8
3002,WA,177,0,0,0,266.1,91,225.2,79,224.7,58,8.9,8,3,1,76.89
3003,WV,95,0,0,0,134.4,104,152.4,95,236.5,80,9.4,3,1,0,48.98
3004,RI,76,0,0,0,171.1,78,257.2,83,91.6,92,16.2,3,1,0,59.44
3005,OH,66,0,0,0,170.5,103,254.3,77,197.3,138,10.5,2,2,0,62.33
3006,MO,110,0,0,0,178.5,124,146.9,141,217.1,102,9.9,7,1,0,55.28
3007,MD,204,0,0,0,205.2,145,154.8,95,191.4,77,14.1,5,3,0,60.46000000000001
3008,OH,32,0,1,31,232.8,97,183.5,111,206.8,111,13.0,2,0,0,68.0
3009,VA,133,0,1,39,239.9,107,253.8,77,128.7,85,6.7,3,5,0,69.95
3010,FL,185,0,0,0,55.6,97,288.7,83,111.2,110,12.1,3,2,0,42.26
3011,CO,103,0,1,37,153.5,78,241.9,108,244.7,110,10.6,3,1,0,60.529999999999994
3012,NY,91,0,0,0,109.8,100,189.6,104,206.7,85,11.1,3,1,0,47.09
3013,WV,131,0,0,0,196.1,89,185.5,87,250.0,132,5.2,6,2,0,61.76
3014,LA,153,0,0,0,166.8,127,143.5,121,210.7,130,11.8,4,0,0,53.230000000000004
3015,MA,132,0,1,25,113.2,96,269.9,107,229.1,87,7.1,7,2,0,54.410000000000004
3016,UT,148,0,0,0,203.0,92,150.9,125,245.5,131,14.6,9,1,0,62.33
3017,AL,141,0,0,0,242.8,90,234.1,80,211.5,104,6.0,3,5,0,72.32000000000001
3018,ME,105,0,0,0,156.5,102,140.2,134,227.4,111,12.2,2,2,0,52.050000000000004
3019,TX,169,0,0,0,266.7,105,158.2,88,287.7,111,13.8,3,3,1,75.47000000000001
3020,ND,127,0,1,23,182.0,80,216.1,85,156.9,82,9.8,4,1,0,59.02
3021,CO,57,0,0,0,85.9,92,193.9,127,231.5,93,10.1,2,0,0,44.23
3022,LA,123,0,1,33,146.6,87,114.8,59,220.4,99,2.9,7,0,0,45.38
3023,MT,103,0,1,35,110.5,101,208.3,81,87.4,77,13.9,2,4,1,44.18
3024,OR,101,0,0,0,118.6,89,199.6,97,53.3,61,11.5,5,1,0,42.63999999999999
3025,NH,123,0,1,22,197.6,105,80.0,86,120.8,82,15.6,12,2,0,50.04
3026,NE,78,0,1,32,210.3,116,192.2,83,246.1,92,10.8,4,6,0,66.08
3027,WV,101,0,1,28,220.3,96,285.8,72,203.0,111,9.4,6,4,0,73.42
3028,NV,129,0,0,0,150.0,98,232.4,101,261.2,123,12.5,6,1,0,60.38
3029,MA,67,0,1,34,161.7,114,207.6,115,205.7,114,9.2,4,0,0,56.879999999999995
3030,MI,37,0,0,0,191.4,116,167.4,99,216.5,112,14.0,5,3,0,60.29
3031,KY,64,1,0,0,146.7,83,148.3,91,238.6,69,12.5,3,3,0,51.67
3032,WV,173,0,0,0,109.4,103,101.3,111,167.3,106,7.8,7,1,0,36.85
3033,KY,135,0,0,0,144.1,115,249.8,68,211.4,82,13.6,3,1,0,58.910000000000004
3034,NJ,75,0,1,42,248.9,93,170.8,108,104.5,91,11.2,8,1,0,64.55
3035,ME,88,0,0,0,85.7,112,221.6,70,190.6,75,11.6,3,4,1,45.12
3036,TX,112,0,0,0,214.8,112,209.7,104,164.4,97,9.4,5,3,0,64.28
3037,MN,113,0,0,0,158.9,137,242.8,109,247.8,97,6.5,4,0,0,60.56
3038,VA,121,0,1,28,110.0,94,141.5,76,237.3,87,6.4,3,2,0,43.13999999999999
3039,DC,70,0,0,0,152.8,145,183.6,102,151.8,75,10.5,2,1,0,51.260000000000005
3040,MD,90,0,0,0,145.6,103,197.1,137,294.5,83,10.5,4,0,0,57.59
3041,RI,39,0,0,0,93.3,83,199.6,114,206.2,104,6.5,4,0,0,43.87
3042,MA,142,0,0,0,216.8,134,187.8,106,138.1,108,8.3,2,0,0,61.27
3043,MD,176,0,0,0,201.9,101,154.7,78,164.4,79,9.0,2,1,0,57.3
3044,NM,105,0,0,0,146.4,81,225.1,80,230.1,117,8.5,2,1,0,56.669999999999995
3045,MN,57,0,0,0,272.7,74,224.9,85,178.2,104,10.5,3,2,1,76.34
3046,MI,110,0,0,0,18.9,92,258.4,81,109.6,74,14.8,4,1,0,34.1
3047,AZ,88,0,0,0,172.8,81,193.4,90,89.6,107,12.8,5,2,0,53.31
3048,AL,95,0,0,0,190.2,119,157.1,70,181.5,120,14.0,6,0,0,57.63
3049,MI,147,0,0,0,130.6,83,208.1,144,204.6,72,15.6,3,3,0,53.31
3050,SC,101,0,0,0,158.4,92,188.0,117,219.7,125,13.5,4,4,1,56.449999999999996
3051,MS,115,0,0,0,166.5,111,236.2,98,205.6,92,15.6,2,1,0,61.85
3052,MS,103,0,0,0,129.3,103,202.8,89,233.0,126,12.9,2,2,0,53.19
3053,CA,82,0,0,0,199.3,112,193.4,120,254.4,117,7.0,10,0,0,63.66000000000001
3054,MD,141,0,0,0,185.1,126,233.0,98,152.2,106,9.1,7,0,0,60.59
3055,ND,149,0,0,0,175.4,80,197.4,127,188.2,102,9.7,2,2,0,57.69
3056,IL,131,0,0,0,263.4,123,151.9,74,218.5,101,10.7,2,2,0,70.41
3057,SD,119,0,0,0,94.2,108,264.1,100,203.7,79,7.3,3,1,0,49.6
3058,AL,112,0,0,0,189.4,83,219.0,89,168.0,116,7.1,8,3,0,60.30000000000001
3059,NV,116,0,1,35,118.0,103,167.2,106,205.7,102,11.8,2,2,0,46.71999999999999
3060,LA,94,0,0,0,212.1,98,189.4,89,352.2,95,8.4,5,3,0,70.28
3061,VA,90,0,0,0,222.0,93,187.0,103,282.3,124,12.4,6,2,0,69.69
3062,DE,114,0,1,31,222.8,98,180.5,105,151.3,101,13.0,4,0,0,63.54
3063,CT,63,0,1,25,190.0,137,116.6,76,141.5,110,12.2,2,1,0,51.86999999999999
3064,CO,130,0,0,0,271.8,129,237.2,128,210.1,91,8.7,2,4,1,78.17
3065,MA,122,0,1,29,195.4,83,268.2,93,168.0,95,8.4,6,3,0,65.85
3066,OR,166,0,0,0,199.6,93,214.3,99,196.8,110,7.2,5,3,0,62.949999999999996
3067,WA,62,0,0,0,100.0,98,173.5,95,218.0,122,10.1,4,0,0,44.29
3068,SC,78,0,1,21,160.6,85,223.1,79,124.0,92,9.5,1,2,0,54.410000000000004
3069,IN,148,0,1,26,158.7,91,160.5,127,218.3,88,9.9,3,1,0,53.11000000000001
3070,MD,154,0,0,0,154.5,122,214.2,71,178.0,105,12.0,2,3,1,55.730000000000004
3071,NV,110,0,1,34,192.3,114,129.3,114,136.3,102,6.3,12,1,0,51.510000000000005
3072,TX,75,0,0,0,305.1,106,188.0,115,235.4,116,8.5,5,0,1,80.74
3073,ND,84,0,1,38,193.0,106,153.6,106,260.4,87,7.4,5,2,0,59.59
3074,WV,113,0,0,0,72.5,88,204.0,112,117.9,118,6.6,3,1,0,36.760000000000005
3075,CO,181,0,1,40,105.2,61,341.3,79,165.7,97,6.3,3,2,0,56.050000000000004
3076,TX,51,0,0,0,180.5,88,134.7,102,170.7,97,10.0,3,2,0,52.52
3077,FL,102,0,1,29,214.7,86,314.3,109,280.2,110,14.3,2,0,0,79.69
3078,AL,107,0,0,0,86.8,95,108.1,85,204.3,87,13.2,3,1,0,36.7
3079,WV,88,0,0,0,131.5,99,174.8,128,184.2,83,7.9,2,5,1,47.64
3080,MI,82,0,0,0,135.4,102,237.1,122,118.3,91,17.5,4,0,0,53.22
3081,NY,204,0,0,0,174.3,85,254.1,95,176.4,96,5.9,3,6,0,60.760000000000005
3082,MS,130,0,0,0,203.9,63,191.8,93,132.5,125,12.1,4,3,0,60.19
3083,MO,174,0,0,0,235.5,108,142.3,143,316.7,131,12.5,5,0,0,69.77
3084,AR,129,0,0,0,157.0,113,256.9,97,185.5,126,12.1,2,2,0,60.150000000000006
3085,MS,190,1,0,0,111.9,55,223.0,124,243.2,81,10.0,7,3,0,51.620000000000005
3086,NY,54,1,0,0,236.3,91,152.8,130,160.3,98,11.2,8,3,0,63.39000000000001
3087,SD,78,0,0,0,163.6,88,283.4,93,262.1,108,8.6,9,0,0,66.00999999999999
3088,AK,100,0,1,29,213.6,127,175.9,82,207.2,100,8.9,3,1,0,62.980000000000004
3089,WV,70,0,1,30,143.4,72,170.0,92,127.9,68,9.4,4,3,0,47.129999999999995
3090,SC,111,0,0,0,78.3,119,198.2,94,248.5,94,12.1,4,1,0,44.61000000000001
3091,VA,117,0,0,0,97.1,98,228.0,131,240.0,111,10.6,3,1,0,49.55
3092,MS,68,0,0,0,94.1,93,147.6,80,213.5,85,10.1,2,0,0,40.88999999999999
3093,SD,27,0,0,0,226.3,95,274.3,109,242.7,119,8.2,3,2,1,74.91999999999999
3094,MN,91,0,0,0,133.8,61,158.8,96,189.6,92,10.5,2,1,0,47.620000000000005
3095,AL,181,0,1,27,190.3,93,249.0,127,215.7,82,10.6,4,1,0,66.09
3096,CO,118,0,1,36,294.9,106,165.7,115,189.2,63,9.8,5,3,0,75.37000000000002
3097,ME,112,0,0,0,185.4,114,191.4,119,144.0,78,10.0,11,2,0,56.97
3098,GA,93,0,0,0,179.5,121,191.9,131,165.5,125,12.0,4,0,0,57.52
3099,AZ,102,0,0,0,158.0,94,207.9,100,190.4,120,10.1,10,0,0,55.83
3100,MA,93,0,0,0,173.0,131,190.4,108,290.0,66,10.4,2,0,0,61.45
3101,AZ,107,0,1,32,134.2,101,211.9,145,167.6,138,8.2,5,1,0,50.57
3102,IN,100,0,1,32,125.2,123,230.9,101,192.0,106,12.6,9,3,0,52.949999999999996
3103,DE,115,0,0,0,195.9,111,227.0,108,313.2,113,13.2,1,2,0,70.25
3104,WI,63,0,1,13,214.2,61,181.2,88,174.0,68,10.3,2,0,0,62.419999999999995
3105,ME,57,0,0,0,221.1,101,236.7,65,252.3,137,9.5,1,0,0,71.63
3106,DC,119,0,1,26,132.0,100,173.3,121,203.5,108,11.6,5,1,0,49.46
3107,GA,73,0,0,0,157.6,92,198.3,87,364.9,106,9.1,4,1,0,62.53
3108,HI,98,0,1,30,110.3,71,182.4,108,183.8,88,11.0,8,2,0,45.489999999999995
3109,VA,139,1,0,0,161.5,121,192.9,137,168.3,96,11.2,13,0,0,54.45
3110,NY,31,0,1,28,171.8,116,240.7,125,245.5,80,10.6,7,1,0,63.58
3111,PA,129,0,1,32,211.0,99,155.1,89,234.8,96,11.4,5,1,0,62.699999999999996
3112,AR,115,0,0,0,139.3,89,192.3,95,151.0,75,9.3,3,7,1,49.339999999999996
3113,HI,108,0,0,0,291.6,99,221.1,93,229.2,110,14.0,9,2,1,82.45
3114,DE,139,0,0,0,139.0,110,132.9,93,272.0,120,12.1,1,0,0,50.440000000000005
3115,WV,102,0,0,0,234.8,125,199.2,99,163.2,88,10.0,1,4,0,66.89
3116,OK,149,0,0,0,187.6,83,201.4,81,264.2,79,8.8,1,1,0,63.28000000000001
3117,OR,113,0,0,0,159.8,143,210.1,93,175.1,86,13.1,7,2,0,56.45
3118,ND,131,0,1,33,177.1,100,194.0,85,253.4,124,5.2,5,1,0,59.39999999999999
